,COSTO_UNITARIO,COSTO_UNITARIO_CALCULADO,SUBTOTAL_PARTIDA,COSTO_TOTAL_CALCULADO
1176,414.84,414.84,1018.0,414.84
1177,414.84,414.84,2036.0,829.67
1178,117.24,117.24,906.05,117.24
1179,173.0,173.0,609.84,173.0
1180,222.0,222.0,813.1,222.0
1181,57.6,57.6,353.45,57.6
1182,218.33,218.33,1850.0,436.67
1183,57.07,57.07,805.5,57.07
1184,0.0,96.96,4424.0,775.7
1185,0.0,160.02,4200.0,800.11
1186,1931.62,1931.62,9538.0,3863.23
1187,90.42,90.42,1696.2,271.25
1188,251.37,251.37,14636.88,3016.4
1189,213.77,213.77,6136.02,1282.59
1190,291.33,291.33,13861.6,2913.27
1191,89.76,89.76,790.0,89.76
1192,72.34,72.34,790.0,72.34
1193,150.44,150.44,852.0,150.44
1194,53.71,53.71,755.0,53.71
1195,108.81,108.81,852.0,108.81
1196,472.22,472.22,7200.0,1416.65
1197,170.55,170.55,620.2,170.55
1198,0.0,463.36,3284.7,926.71
1199,0.0,3280.08,8121.2,3280.08
1200,166.83,166.83,742.45,166.83
1201,93.2,93.2,1208.25,93.2
1202,93.2,93.2,1208.25,93.2
1203,663.12,663.12,20235.2,5304.97
1204,0.0,44.13,2433.44,176.5
1205,0.0,42.57,2545.52,170.28
1206,0.0,175.33,2141.2,350.67
1207,300.0,300.0,1848.0,1200.0
1208,48.2,48.2,250.0,96.4
1209,0.0,38.42,1090.0,76.84
1210,53.33,53.33,1170.0,106.65
1211,126.71,126.71,976.0,253.43
1212,235.35,235.35,6592.44,1412.1
1213,277.2,277.2,1177.25,277.2
1214,145.23,145.23,601.5,145.23
1215,1047.18,1047.18,5901.45,1047.18
1216,265.64,265.64,1383.4,531.27
1217,205.2,205.2,2084.16,820.82
1218,125.68,125.68,1401.64,502.72
1219,99.22,99.22,756.52,198.45
1220,0.0,21.33,2641.2,426.55
1221,78.68,78.68,155.0,78.68
1222,1931.62,1931.62,4769.0,1931.62
1223,78.38,78.38,745.69,78.38
1224,332.12,332.12,1089.35,332.12
1225,332.12,332.12,1089.35,332.12
1226,1721.28,1721.28,75476.0,6885.12
1227,63.09,63.09,768.5,63.09
1228,62.95,62.95,310.0,125.91
1229,69.55,69.55,1246.74,139.11
1230,62.95,62.95,153.25,62.95
1231,265.64,265.64,1383.36,531.27
1232,81.99,81.99,429.25,81.99
1233,0.0,235.75,5916.0,1414.5
1234,63.37,63.37,2180.0,253.47
1235,521.55,521.55,1075.31,521.55
1236,76.08,76.08,2629.65,1141.15
1237,211.36,211.36,1835.4,634.09
1238,0.0,544.48,9499.6,544.48
1239,62.95,62.95,155.0,62.95
1240,48.2,48.2,120.0,48.2
1241,127.11,127.11,4521.0,762.68
1242,0.0,145.02,1625.86,290.03
1243,0.0,0.0,1364.0,0.0
1244,62.95,62.95,620.0,251.81
1245,131.45,131.45,7921.1,1314.54
1246,137.63,137.63,5591.53,963.38
1247,0.0,203.69,24603.75,5092.2
1248,126.29,126.29,699.47,126.29
1249,98.82,98.82,2678.2,395.3
1250,112.34,112.34,2678.2,449.36
1251,99.83,99.83,4017.3,598.95
1252,0.0,0.0,4963.18,0.0
1253,0.2,0.2,17450.0,0.2
1254,51.36,51.36,310.0,102.71
1255,68.2,68.2,380.0,136.41
1256,1164.2,1164.2,5132.3,2328.4
1257,0.0,663.74,8169.64,2654.96
1258,18.45,18.45,486.0,18.45
1259,339.91,339.91,3064.1,679.81
1260,0.0,442.5,14430.0,1327.51
1261,676.87,676.87,19801.98,7445.6
1262,278.0,278.0,462.0,278.0
1263,96.83,96.83,325.0,96.83
1264,89.76,89.76,635.97,89.76
1265,72.34,72.34,730.17,72.34
1266,420.67,420.67,439.66,420.67
1267,401.65,401.65,9438.8,1606.58
1268,385.09,385.09,1952.0,770.19
1269,316.19,316.19,29506.0,6323.81
1270,0.0,0.0,900.0,0.0
1271,518.43,518.43,945.0,518.43
1272,469.53,931.02,17486.4,5553.94
1273,208.88,208.88,2853.12,626.65
1274,0.0,67.57,600.0,337.86
1275,67.56,67.56,3259.44,202.67
1276,57.6,57.6,630.0,115.2
1277,0.0,4604.19,25000.0,9208.38
1278,0.0,408.31,1417.1,408.31
1279,129.7,129.7,4320.0,778.18
1280,257.11,257.11,1726.28,514.21
1281,325.78,325.78,3250.0,1628.92
1282,332.9,332.9,4125.0,1664.51
1283,197.83,197.83,610.0,197.83
1284,178.15,178.15,610.0,178.15
1285,171.15,171.15,610.0,171.15
1286,48.2,48.2,120.13,48.2
1287,48.1,48.1,165.51,48.1
1288,0.0,654.34,27808.0,654.34
1289,78.24,78.24,1038.0,156.48
1290,42.65,42.65,1986.24,85.31
1291,394.88,394.88,8196.78,2369.31
1292,0.0,89.98,9270.0,539.86
1293,129.28,129.28,2949.0,387.85
1294,153.85,153.85,435.72,153.85
1295,0.0,251.47,16990.0,2514.71
1296,0.0,277.5,14000.0,277.5
1297,1541.46,1541.46,6591.1,1541.46
1298,519.45,519.45,1289.0,519.45
1299,331.49,331.49,1725.0,662.99
1300,153.85,153.85,462.0,153.85
1301,264.62,264.62,1223.38,264.62
1302,199.05,199.05,3135.93,597.15
1303,0.0,330.66,3812.52,991.99
1304,97.49,97.49,1338.0,194.99
1305,48.2,48.2,250.0,96.4
1306,63.31,63.31,310.0,126.62
1307,65.16,65.16,190.0,65.16
1308,0.0,61.77,2808.5,308.87
1309,0.0,51.49,2713.25,257.43
1310,144.4,144.4,4850.0,1444.0
1311,57.6,57.6,630.0,115.2
1312,336.58,336.58,8452.4,2692.66
1313,1318.1,1318.1,2665.0,1318.1
1314,331.49,331.49,1435.74,662.99
1315,186.16,186.16,1383.4,372.32
1316,205.2,205.2,1042.08,410.41
1317,125.68,125.68,1401.64,502.72
1318,0.0,120.76,15154.76,483.02
1319,48.2,48.2,125.0,48.2
1320,485.13,1044.55,24952.75,2499.93
1321,157.64,157.64,958.3,157.64
1322,63.9,63.9,802.0,63.9
1323,1292.27,1292.27,5309.11,1292.27
1324,30.45,30.45,1392.0,60.89
1325,996.4,996.4,7205.52,3985.6
1326,0.0,961.36,9440.0,3845.43
1327,0.0,592.18,36003.6,11843.56
1328,936.33,936.33,23340.0,5618.0
1329,0.0,1133.81,23340.0,6802.89
1330,0.0,88.63,1950.0,886.28
1331,0.0,168.53,1456.86,337.07
1332,301.31,301.31,29506.0,6026.11
1333,919.68,919.68,1318.7,919.68
1334,286.34,286.34,1009.65,286.34
1335,227.18,227.18,827.59,227.18
1336,137.33,137.33,873.75,137.33
1337,139.65,139.65,735.0,139.65
1338,280.14,280.14,13065.0,1680.81
1339,89.98,89.98,9270.0,539.86
1340,448.24,448.24,2220.7,448.24
1341,0.0,0.0,7287.4,0.0
1342,0.0,0.0,13609.08,0.0
1343,328.36,328.36,1800.69,328.36
1344,78.25,78.25,1158.51,78.25
1345,0.0,253.9,7276.48,2031.23
1346,158.36,158.36,3821.52,633.45
1347,96.96,96.96,5680.0,775.7
1348,140.88,140.88,1385.5,140.88
1349,21.39,21.39,1230.0,213.85
1350,301.12,301.12,5880.0,1806.71
1351,299.53,299.53,8820.0,2695.79
1352,499.2,499.2,1130.5,499.2
1353,79.01,79.01,465.0,237.03
1354,0.0,127.06,3722.1,762.35
1355,0.0,0.0,13688.0,0.0
1356,293.13,293.13,2220.7,293.13
1357,0.0,291.13,1121.7,291.13
1358,0.0,196.44,1302.15,196.44
1359,144.4,144.4,970.0,288.8
1360,1734.88,1734.88,18482.78,1734.88
1361,0.0,461.49,36430.0,11537.18
1362,21.39,21.39,1230.0,213.85
1363,466.2,466.2,8224.8,1864.79
1364,57.6,57.6,315.0,57.6
1365,315.59,315.59,29506.0,6311.82
1366,119.05,119.05,3550.0,1190.47
1367,0.0,0.0,4157.7,0.0
1368,668.13,668.13,16132.6,6681.26
1369,37.65,37.65,1680.0,150.59
1370,0.0,360.2,2333.26,720.39
1371,0.0,366.62,1153.3,733.23
1372,144.4,144.4,485.0,144.4
1373,57.6,57.6,945.0,172.8
1374,0.0,0.0,3045.5,0.0
1375,227.18,227.18,689.63,227.18
1376,222.14,222.14,6832.0,444.27
1377,222.0,222.0,815.0,222.0
1378,454.72,454.72,4347.9,1364.17
1379,97.49,97.49,2371.74,584.96
1380,97.3,97.3,1064.0,389.19
1381,306.53,306.53,2622.0,1226.13
1382,0.0,355.52,1435.2,355.52
1383,414.88,414.88,2278.45,414.88
1384,0.0,83.4,2220.0,166.8
1385,0.0,586.32,8224.8,2345.29
1386,828.0,828.0,18319.5,4968.0
1387,0.0,442.5,24050.0,2212.51
1388,360.7,360.7,1952.0,721.39
1389,1311.27,1311.27,3730.0,1311.27
1390,773.21,773.21,15266.25,3866.04
1391,89.98,179.95,18540.0,1079.71
1392,57.6,57.6,410.0,57.6
1393,0.0,2335.2,11809.98,2335.2
1394,0.0,620.47,14968.8,3722.84
1395,0.0,325.78,1400.0,651.57
1396,0.0,66.31,1434.0,198.93
1397,131.45,131.45,20594.86,3417.8
1398,137.63,137.63,7987.9,1376.26
1399,0.0,232.01,3647.85,1160.05
1400,236.2,236.2,3688.1,1181.01
1401,0.0,405.55,13575.0,4055.46
1402,0.0,0.0,1325.07,0.0
1403,0.0,333.62,31710.08,5337.9
1404,0.0,696.46,7460.0,1392.92
1405,107.33,107.33,4880.0,1073.25
1406,0.0,681.52,3036.0,2726.1
1407,0.0,1319.88,5668.99,1319.88
1408,0.0,99.68,2300.0,99.68
1409,0.0,1186.76,17758.08,7120.54
1410,0.0,317.5,1464.0,635.0
1411,226.23,226.23,1000.0,226.23
1412,4579.08,4579.08,12500.0,4579.08
1413,78.09,78.09,9486.35,390.43
1414,51.16,51.16,1530.0,153.49
1415,0.0,294.5,11328.0,1767.02
1416,0.0,123.21,1317.45,369.62
1417,65.31,65.31,1851.64,130.63
1418,286.13,286.13,3821.0,572.25
1419,421.91,421.91,4040.84,843.82
1420,477.16,477.16,2354.14,954.32
1421,102.31,102.31,4272.0,613.88
1422,104.69,104.69,4311.6,628.12
1423,0.0,596.55,6547.05,1789.64
1424,1884.35,1884.35,5909.84,1884.35
1425,0.0,80.66,14060.0,806.55
